variant,spearman_mean,spearman_ci95,precision_at_10_mean,precision_at_10_ci95,ndcg_at_10_mean,ndcg_at_10_ci95
full_noise_ceiling,0.9994247424742473,2.328564403934717e-05,0.9800000000000002,0.00831038337924986,0.9999596330442553,2.324277855988333e-05
pure_simulation_ceiling,0.9994228756208953,3.0140374895246424e-05,0.9400000000000003,0.01017809942303417,0.9997934645556948,4.193486845582178e-05
